Дата,Россия,США,Германия,Великобритания,Всего,Россия%,США%,Германия%,Великобритания%,Всего%,Доллар США,Евро,Доллар/Евро,Евро/Доллар
6/13/20,519458,2067774,187267,270597,7785133,0.3544578642101672,0.6281006175286624,0.22521777092531148,0.40391640252838357,0.099587113890662,69.1219,78.5225,0.8802814479926137,1.13600031249141
6/14/20,528267,2087041,187518,271404,7917785,0.36046878198567045,0.633953101696625,0.2255196375676043,0.40512100027647535,0.1012839930360567,69.1219,78.5225,0.8802814479926137,1.13600031249141
6/15/20,536484,2106893,187682,272430,8037530,0.3660757420675538,0.6399832836503487,0.2257168731426482,0.40665249629821293,0.10281576634716613,69.1219,78.5225,0.8802814479926137,1.13600031249141
6/16/20,544725,2130631,188252,273507,8179373,0.37169907881269193,0.6471938649125637,0.2264023870315204,0.408260119315183,0.10463021640159592,70.395,79.1451,0.8894423028083861,1.1243000213083316
6/17/20,552549,2156495,188604,274504,8321890,0.37703787103377684,0.6550502333414933,0.22682572192429762,0.4097483274376707,0.10645328823740854,69.7524,79.0434,0.8824569793303424,1.1331997178591706
6/18/20,560321,2184589,189817,275524,8462195,0.3823411804844763,0.6635839796546059,0.22828454358605546,0.41127086734232216,0.10824806425657602,69.4822,78.3829,0.8864458957247052,1.1281004343558494
6/19/20,568292,2215833,190299,276504,8642028,0.3877802797679972,0.6730745601987397,0.22886422375173332,0.41273369979973223,0.1105484808907298,69.618,78.2924,0.8892050824856562,1.1245999597805165
6/20/20,576162,2247853,190670,277170,8799120,0.39315046059365405,0.6828008560962932,0.22931040910747297,0.41372782879629877,0.11255799555095612,69.5725,78.0047,0.8919013854293396,1.1212001868554384
6/21/20,583879,2273902,191272,277792,8927408,0.3984162401910611,0.6907134195514889,0.2300344079865976,0.41465627960089985,0.11419905058069105,69.5725,78.0047,0.8919013854293396,1.1212001868554384
6/22/20,591465,2304358,191768,278684,9065315,0.40359263050153527,0.699964639659418,0.23063092533551094,0.41598775567437934,0.11596315147855876,69.5725,78.0047,0.8919013854293396,1.1212001868554384
6/23/20,598878,2340044,192480,279566,9230605,0.40865097236438075,0.7108045083477408,0.23148721636862848,0.41730430488604847,0.11807753463103508,69.4835,77.8285,0.8927770675266773,1.1201004555038245
6/24/20,606043,2374395,192871,280340,9401467,0.41354008870692593,0.7212388615762498,0.2319574548432759,0.41845964399016633,0.12026319458746566,68.8376,77.6832,0.8861323941341241,1.1284995409485514
6/25/20,613148,2414896,193371,281037,9579792,0.418388263391334,0.7335413197319904,0.2325587828159708,0.4195000462583447,0.12254432094517238,68.8376,77.759,0.8852685862729716,1.129600683347473
6/26/20,619936,2460178,194036,281675,9771190,0.42302012964858415,0.7472960396205919,0.233358549019655,0.42045238004184243,0.1249926766026088,69.466,78.0589,0.8899177416028153,1.1236993637175021
6/27/20,626779,2502411,194458,282308,9949650,0.4276895257591266,0.7601246047249446,0.2338660698286095,0.4213972503944349,0.12727552987498417,69.1284,77.5413,0.8915042693377593,1.121699619837867
6/28/20,633563,2541665,194693,282703,10111445,0.4323186625725009,0.7720482780279604,0.2341486939757761,0.421986861435942,0.12934520512548273,69.1284,77.5413,0.8915042693377593,1.121699619837867
6/29/20,640246,2582307,195042,283307,10267631,0.4368788809280109,0.7843935659064228,0.23456842090071717,0.4228884438892846,0.13134313026948824,69.1284,77.5413,0.8915042693377593,1.121699619837867
6/30/20,646929,2628321,195418,283710,10441739,0.441439099283521,0.7983706358448996,0.2350206195361837,0.42348999642024,0.13357031292972993,69.9513,78.6812,0.8890471929762128,1.124799682064522
7/1/20,653479,2679609,195893,283770,10658951,0.4459085636301603,0.8139497196673146,0.23559188111024384,0.42357955759110183,0.13634888025573688,70.4413,78.9929,0.8917421692329309,1.1214003716569685
7/2/20,660231,2734697,196370,283774,10867065,0.4505158648925281,0.8306830797049294,0.2361655479961948,0.42358552833582597,0.13901106632503604,70.4413,79.1901,0.8895215437283196,1.1241998657037846
7/3/20,666941,2787208,196780,284276,11069750,0.4550945069941999,0.8466336582144993,0.23665863693380462,0.4243348567987034,0.1416038048407337,70.5198,79.5181,0.8868396000407455,1.1275996245026219
7/4/20,673564,2832878,197198,284900,11263591,0.45961378369157285,0.8605062357798106,0.23716134711897754,0.42526629297566665,0.14408341125769275,70.4999,79.2207,0.8899176604094637,1.1236994662403776
7/5/20,680283,2882761,197523,285416,11446487,0.46419856704196516,0.8756585411595001,0.23755221030122925,0.4260365190450785,0.14642300966688457,70.4999,79.2207,0.8899176604094637,1.1236994662403776
7/6/20,686852,2926967,198064,285768,11611692,0.4686809962470147,0.8890864186250609,0.2382028471676851,0.42656194458080127,0.14853630550271765,70.4999,79.2207,0.8899176604094637,1.1236994662403776
7/7/20,693215,2987076,198343,286349,11822619,0.4730228590924599,0.9073449420512333,0.23853838817644887,0.4274291952519802,0.15123447535692766,71.3409,80.5581,0.8855832001996076,1.129199379318175
7/8/20,699749,3046251,198699,286979,12035018,0.47748140566359604,0.9253197565339856,0.23896653369300763,0.4283695875460296,0.15395147497700645,72.1719,81.4676,0.8858969700838123,1.1287994357914923
7/9/20,706240,3109476,199001,287621,12263083,0.48191061071306723,0.944524786456622,0.23932973578851538,0.42932789207425137,0.1568688734504139,71.2379,80.4062,0.8859752108668236,1.128699751115628
7/10/20,712863,3177035,199332,288133,12495240,0.48642988741044013,0.9650462987783839,0.23972781490643938,0.43009214739893914,0.15983861662622276,70.88,80.4134,0.8814451322789485,1.1345005643340857
7/11/20,719449,3237056,199709,288953,12711512,0.4909239167519618,0.9832780915974676,0.24018121619785132,0.4313161500673843,0.16260515950935156,71.2298,80.2689,0.8873897611652831,1.1269005388194269
7/12/20,726036,3295817,199919,289603,12904017,0.49541862845445245,1.0011271507241428,0.2404337739463832,0.4322863960850543,0.16506767586707108,71.2298,80.2689,0.8873897611652831,1.1269005388194269
7/13/20,732547,3355170,200180,290133,13096205,0.4998614807233026,1.0191560339348702,0.24074766714812992,0.4330775197610007,0.16752613717330933,71.2298,80.2689,0.8873897611652831,1.1269005388194269
7/14/20,738787,3422127,200456,291373,13317524,0.5041194131695668,1.0394946846035926,0.24107960018905752,0.4349284506254788,0.17035724108112532,70.7479,80.0937,0.8833141682804017,1.1321000340646152
7/15/20,745197,3489638,200890,291911,13548634,0.5084933469805527,1.060001616594215,0.2416015528693567,0.4357315157908733,0.17331359107428165,71.1275,80.623,0.8822234349999379,1.1334997012407297
7/16/20,751612,3566897,201450,292552,13801199,0.5128706925963834,1.0834695708337243,0.242275040198775,0.43668832763291404,0.17654439258015123,70.7998,80.8392,0.875810250472543,1.1417998355927559
7/17/20,758001,3638525,202045,293239,14043071,0.5172302968270215,1.1052270699764464,0.2429906204862819,0.4377138030392822,0.17963840965230174,71.231,81.2318,0.8768856531555375,1.1403995451418625
7/18/20,764215,3701144,202426,294066,14279827,0.5214704878880928,1.1242480232184482,0.2434488324014754,0.4389482545109947,0.18266698305448992,71.7139,81.6821,0.8779634705767848,1.138999552388031
7/19/20,770311,3762156,202735,294792,14493749,0.5256301603548277,1.1427808391241803,0.24382045308860087,0.440031944678423,0.18540346483042336,71.7139,81.6821,0.8779634705767848,1.138999552388031
7/20/20,776212,3823985,203325,295372,14700303,0.5296567724326169,1.16156182441618,0.24453002009638086,0.4408977026634208,0.18804569544132904,71.7139,81.6821,0.8779634705767848,1.138999552388031
7/21/20,782040,3888195,203717,295817,14933710,0.5336335721596724,1.1810660548840721,0.24500146122697367,0.4415619480139795,0.19103142856777372,71.9628,82.3902,0.8734388313173169,1.1448998649302138
7/22/20,787890,3959495,204276,296377,15214538,0.537625383828045,1.2027239217640087,0.24567374590044655,0.44239785227535683,0.19462376925349956,70.9668,81.2499,0.873438613462909,1.1449001504929064
7/23/20,793720,4028394,204881,297146,15497459,0.5416035482770386,1.223652468330078,0.24640135274740738,0.44354572794856945,0.19824288351257,70.7881,81.5904,0.8676032964662509,1.1526005077124546
7/24/20,799499,4101237,205623,297914,15777780,0.5455469123166155,1.2457790321047653,0.24729372345888662,0.44469211093560107,0.20182873867431797,70.963,82.1893,0.8634092272351753,1.1581993433197584
7/25/20,805332,4167394,206278,298681,16033181,0.5495271238485159,1.2658746772544982,0.2480814631031169,0.4458370012364517,0.2050958181801901,71.5974,83.1031,0.8615490878198285,1.160699969551967
7/26/20,811073,4221834,206667,299426,16245990,0.5534445581712727,1.2824112028217314,0.24854929626587355,0.44694905244131955,0.20781806250407744,71.5974,83.1031,0.8615490878198285,1.160699969551967
7/27/20,816680,4278319,207112,300111,16472188,0.5572705561241896,1.2995689112468818,0.24908447816157203,0.44797154247532567,0.21071157838721521,71.5974,83.1031,0.8615490878198285,1.160699969551967
7/28/20,822060,4343900,207707,300658,16724421,0.5609416581371546,1.319489592422942,0.24980005844907893,0.44878804181634946,0.2139381329621959,71.585,83.7759,0.8544820169046229,1.1702996437801216
7/29/20,827509,4415121,208546,301455,17014028,0.5646598430569771,1.3411234625078783,0.250809086787261,0.44997771270263104,0.21764277426922726,71.9196,84.261,0.8535336632605832,1.1715999532811638
7/30/20,832993,4482650,209535,302301,17294158,0.568401910610713,1.361635862122678,0.2519985135172515,0.45124052521178304,0.22122618616651807,72.2348,84.912,0.8507019031467873,1.1754998975563025
7/31/20,838461,4549671,210399,303181,17584349,0.5721330603889457,1.3819939532329195,0.2530376082540683,0.4525540890510902,0.22493829797848647,73.3633,86.2532,0.8505574285939534,1.1756995664044558
8/1/20,843890,4607033,211005,303942,17834465,0.5758375980893893,1.3994180564582621,0.2537664177569745,0.4536900232348546,0.22813777197307036,73.4261,87.2889,0.8411848470996885,1.1887993506396226
8/2/20,849277,4654119,211220,304685,18062665,0.5795134766291369,1.4137207537921848,0.2540249887852333,0.45479908906736044,0.23105689736114648,73.4261,87.2889,0.8411848470996885,1.1887993506396226
8/3/20,854641,4698864,212111,305623,18264102,0.5831736608665985,1.4273123562261645,0.25509655523257563,0.4561992287051673,0.23363367151012934,73.4261,87.2889,0.8411848470996885,1.1887993506396226
8/4/20,859762,4756107,212828,306293,18522551,0.5866680313886046,1.444700312380557,0.2559588595454201,0.45719932844645794,0.23693974091163186,74.1586,87.2253,0.8501959867148637,1.176199388877352
8/5/20,864948,4809708,214113,307184,18794790,0.5902067553735927,1.4609819859097504,0.257504272435246,0.45852931183375634,0.2404222114485488,73.3806,86.5011,0.8483198479556908,1.1788006639356996
8/6/20,870187,4869216,215039,308134,19079535,0.5937816444899352,1.479057951439782,0.25861793184067694,0.4599473637057355,0.24406465824358706,73.2806,86.625,0.8459520923520925,1.1821000373905235
8/7/20,875378,4927217,216196,309005,19360274,0.597323780279768,1.4966761553234171,0.26000940476949297,0.46124749336941334,0.24765586044482762,73.0397,86.6178,0.8432412275536898,1.1859002706747153
8/8/20,880563,4982522,216903,309763,19619325,0.6008618219037871,1.5134754306080578,0.26085968252288355,0.46237894949463465,0.2509696306065564,73.6376,87.1722,0.8447371983269896,1.1838001238497724
8/9/20,885718,5028311,217288,310825,19842617,0.6043793926987376,1.5273841552443188,0.2613227050618586,0.46396418221888935,0.25382597305245597,73.6376,87.1722,0.8447371983269896,1.1838001238497724
8/10/20,890799,5077762,218508,311641,20069642,0.6078464687819857,1.542405237643754,0.26278994531523414,0.4651822141426104,0.2567300678869344,73.6376,87.1722,0.8447371983269896,1.1838001238497724
8/11/20,895691,5124380,219540,312789,20324450,0.6111845786421017,1.556565776749068,0.26403108625087646,0.4668958178784338,0.2599895617602249,73.775,86.8258,0.8496898387345697,1.1769000338868179
8/12/20,900745,5181284,220859,313798,20602423,0.614633230979188,1.5738507593147888,0.2656173894428456,0.46840193823509385,0.26354538139869854,73.1522,85.9246,0.8513533958842985,1.1746003537829348
8/13/20,905762,5233016,222281,314927,20888374,0.618056635960423,1.5895647112002427,0.2673275661971899,0.4700871809334776,0.26720325529811023,73.2351,85.956,0.8520068407092001,1.1736994965528824
8/14/20,910778,5297381,223791,316367,21192603,0.6214793585806891,1.6091160239874391,0.2691435766747285,0.47223664903416185,0.2710949406516992,73.6067,87.0399,0.8456661829804492,1.182499690924875
8/15/20,915808,5344580,224488,317379,21440241,0.6249116342545207,1.6234530458509193,0.26998182786866515,0.473747247449365,0.2742627161681427,73.2157,86.4092,0.8473137119658555,1.180200421494297
8/16/20,920719,5385865,225007,318484,21652169,0.6282627089730468,1.6359936494152696,0.27060600630432247,0.47539666567940403,0.2769736907748218,73.2157,86.4092,0.8473137119658555,1.180200421494297
8/17/20,925558,5421522,226700,319197,21861938,0.6315646537018083,1.6468247091535289,0.2726421028198674,0.47646095092647894,0.27965704753876286,73.2157,86.4092,0.8473137119658555,1.180200421494297
8/18/20,930276,5466580,228120,320286,22118012,0.6347840327533265,1.660511387496813,0.2743498742623209,0.47808648617762145,0.28293273603405733,72.9676,86.4666,0.8438819150978528,1.1849999177717232
8/19/20,935066,5513780,229706,321098,22392471,0.6380525417946094,1.674848713117192,0.2762572865917091,0.4792985473566185,0.2864436047233035,73.4321,87.3401,0.840760429630834,1.1893994588197805
8/20/20,939833,5557779,231292,322280,22659722,0.6413053565336063,1.688213712904714,0.27816469892109735,0.48106290242259686,0.28986226896120326,73.2392,87.4037,0.8379416432027477,1.1934005286786311
8/21/20,944671,5605737,233029,323313,22929317,0.6446066189013989,1.7027812862543352,0.2802537122982394,0.4826048472476016,0.2933109175545353,73.7711,87.4261,0.8438109443289818,1.1850995850678654
8/22/20,949531,5649689,233861,324601,23194351,0.6479228932105083,1.7161320094676167,0.2812543220448037,0.4845274270487692,0.2967012220159874,74.0999,87.7343,0.8445944174627256,1.1840002483134255
8/23/20,954328,5683994,234494,325642,23399855,0.6511961787785738,1.7265523898787838,0.2820156032582355,0.4860813133632223,0.29933002106835893,74.0999,87.7343,0.8445944174627256,1.1840002483134255
8/24/20,959016,5721574,236122,326614,23625991,0.6543950870010236,1.737967574133314,0.2839735271373301,0.48753220433118416,0.3022227438499452,74.0999,87.7343,0.8445944174627256,1.1840002483134255
8/25/20,963655,5759774,237583,327798,23867949,0.6575605595359946,1.749571087665061,0.28573060747354456,0.48929954476952464,0.3053178610306994,74.4184,87.903,0.8465968169459518,1.1811998107994797
8/26/20,968297,5805562,239010,328846,24157646,0.6607280791538723,1.7634795085444233,0.2874467975076158,0.4908638798872449,0.30902365361417655,74.5126,88.059,0.8461667745488821,1.1818001250795167
8/27/20,972972,5851263,240571,330368,24436720,0.6639181166837257,1.7773615025735954,0.2893241434383693,0.4931357482547737,0.3125935572011702,75.5379,89.2254,0.8465963727817415,1.1812004305123653
8/28/20,977730,5897126,242126,331644,24718050,0.6671647901740021,1.7912927052203629,0.29119427343345045,0.495040415821769,0.3161923194510714,75.2354,88.996,0.8453795676210167,1.1829006026418414
8/29/20,982573,5942852,242835,332752,24978746,0.6704694643466393,1.8051822931720036,0.2920469564987318,0.4966943121103511,0.3195271323878369,74.6382,88.7448,0.841043080834032,1.1889997347202907
8/30/20,987470,5978159,243305,334467,25205088,0.6738109860116002,1.8159070379957052,0.292612204793065,0.4992542689108188,0.3224224903132879,74.6382,88.7448,0.841043080834032,1.1889997347202907
8/31/20,992402,6012569,244802,335873,25467520,0.6771763903104742,1.8263593128812396,0.2944125807433135,0.5013529856813481,0.3257795100934964,74.6382,88.7448,0.841043080834032,1.1889997347202907
9/1/20,997072,6054989,246015,337168,25731709,0.6803630160354828,1.8392446805256562,0.29587140240507137,0.503286014285783,0.32915900534831866,73.8039,87.8266,0.840336526747022,1.1899994444738016
9/2/20,1001965,6095533,247411,338676,26014463,0.6837018082565678,1.8515602002280425,0.2975503101048355,0.5055369850467774,0.3327759833499842,73.5849,88.1547,0.8347246374838778,1.1979998613846048
9/3/20,1006923,6139371,248840,340411,26295319,0.6870849539406346,1.8648762951548679,0.29926890545079754,0.5081267955708657,0.3363686822106043,73.8588,87.7369,0.8418214001178523,1.1879004262186768
9/4/20,1011987,6189473,250283,342351,26608153,0.6905404298874105,1.8800951232953809,0.30100433797999504,0.5110226067620655,0.34037044238437025,75.468,89.1353,0.8466679306627116,1.1811005989293475
9/5/20,1017131,6233458,251058,344164,26871379,0.6940504947117024,1.8934558704863207,0.3019363963376721,0.5137288468082742,0.3437376189812227,75.1823,89.0384,0.8443806267857464,1.1843000280651164
9/6/20,1022228,6264591,251728,347152,27093507,0.6975284885704538,1.9029127340146945,0.30274217582108326,0.5181889931171942,0.34657907158509016,75.1823,89.0384,0.8443806267857464,1.1843000280651164
9/7/20,1027334,6288236,253626,350100,27326895,0.7010126236779256,1.9100950658853268,0.3050248168054331,0.5225894319788729,0.34956456166428523,75.1823,89.0384,0.8443806267857464,1.1843000280651164
9/8/20,1032354,6314940,254957,352560,27568271,0.7044380757420676,1.9182065901091956,0.3066255518687469,0.5262614399842085,0.35265223392402345,75.591,89.4771,0.8448083364346856,1.1837004405286344
9/9/20,1037526,6348544,256433,355219,27852706,0.7079672466734903,1.928414036934348,0.3084006720441423,0.5302304925395694,0.356290715211304,75.9645,89.7369,0.8465246737963981,1.1813004758801808
9/10/20,1042836,6384590,258149,358138,28151687,0.7115905834186285,1.9393632581062161,0.3104644296464312,0.5345876435019982,0.3601152683561435,76.0713,89.5663,0.8493294911144035,1.1773993608627695
9/11/20,1048257,6432062,259735,361677,28471545,0.7152896622313203,1.953783205603051,0.3123718419758194,0.5398702598966661,0.36420687926052236,75.5274,89.3036,0.8457374618716379,1.182400029658111
9/12/20,1053663,6472847,260817,365174,28748552,0.7189785056294781,1.966171930718033,0.3136731157087312,0.5450901834717308,0.3677503418651446,74.8896,88.6768,0.8445230319542428,1.1841003290176473
9/13/20,1059024,6507427,261737,368504,28984632,0.7226366427840328,1.976675844276353,0.31477955917848977,0.5500608284545632,0.37077026790202894,74.8896,88.6768,0.8445230319542428,1.1841003290176473
9/14/20,1064438,6541219,263222,371125,29264226,0.726330945069942,1.9869403973984678,0.31656550325739363,0.5539731589350448,0.37434682330848706,74.8896,88.6768,0.8445230319542428,1.1841003290176473
9/15/20,1069873,6580228,265014,374228,29547908,0.7300395769361993,1.9987896502612932,0.31872066271153215,0.5586049641547833,0.3779756722495046,74.7148,88.5819,0.8434544754628202,1.1856004432856677
9/16/20,1075485,6618825,266869,378219,29852879,0.7338689866939611,2.010513755281839,0.3209515894902302,0.5645622747032771,0.381876849237791,75.1884,89.3614,0.8413968447226655,1.1884998217810194
9/17/20,1081152,6663364,269048,381614,30166465,0.7377359263050154,2.0240427837946786,0.3235721767952346,0.5696299442878766,0.38588822896585956,74.9278,88.8644,0.8431700433469421,1.1860003897084928
9/18/20,1086955,6711775,271247,385936,30489632,0.7416956670078472,2.0387479590194277,0.32621681721914675,0.5760813339622916,0.3900221684675615,75.1941,88.6313,0.8483921594290055,1.1787001905734624
9/19/20,1092915,6755233,272932,390358,30770188,0.7457625383828045,2.0519486263247333,0.3282432924871286,0.5826819922548097,0.393611029740029,75.0319,88.9578,0.8434549865216989,1.185599724917002
9/20/20,1098958,6793091,273965,394257,31012629,0.749886045718185,2.0634482549971125,0.3294856360787162,0.5885019756746487,0.3967123254377089,75.0319,88.9578,0.8434549865216989,1.185599724917002
9/21/20,1105048,6844550,275560,398625,31311005,0.7540416240191061,2.079079281249211,0.33140387231161295,0.5950220289133911,0.40052913944644064,75.0319,88.9578,0.8434549865216989,1.185599724917002
9/22/20,1111157,6884162,277412,403551,31590903,0.7582101671784374,2.0911116995219747,0.33363119112247486,0.6023750010411486,0.4041095836088935,76.0381,90.0063,0.8448086411728957,1.1837000135458409
9/23/20,1117487,6922253,279025,409729,31857635,0.7625295121119072,2.1026821035517598,0.3355710751623886,0.6115968162675567,0.4075216088192893,76.2711,89.4813,0.8523691542255197,1.173200596294009
9/24/20,1123976,6966630,281346,416363,32218899,0.7669573524394404,2.116161923447004,0.33836243961163837,0.6214992963925149,0.4121428836404897,76.3545,89.2508,0.8555049366504278,1.1689003267652855
9/25/20,1131088,7016156,283712,423236,32548215,0.7718103036506312,2.1312057876138444,0.3412079235784306,0.6317585285147393,0.41635548090735935,77.178,89.9818,0.8577067807045424,1.165899608696779
9/26/20,1138509,7060600,285026,429277,32825265,0.7768741044012283,2.1447059592213047,0.3427882134906728,0.6407758457343462,0.4198994935662835,76.8195,89.6637,0.8567513943769887,1.1671997344424268
9/27/20,1146273,7097934,286339,434969,33066434,0.782171954964176,2.156046419278746,0.34436730074696964,0.6492722154767734,0.42298451789019637,76.8195,89.6637,0.8567513943769887,1.1671997344424268
9/28/20,1154299,7130041,288631,439013,33342317,0.7876485841009895,2.1657991420264895,0.347123788173803,0.6553086383928618,0.42651360233120683,76.8195,89.6637,0.8567513943769887,1.1671997344424268
9/29/20,1162428,7172152,290471,446156,33626366,0.7931954964176049,2.178590648789196,0.3493366751133202,0.6659708957839646,0.4301471459217311,78.6713,91.479,0.8599930038588092,1.1628001571093904
9/30/20,1170799,7213255,292913,453264,33953087,0.798907540088707,2.1910759685979766,0.35227356093196216,0.6765809091587314,0.4343265480510809,79.6845,93.0237,0.8566042847145404,1.1674001844775332
10/1/20,1179634,7258609,295539,460178,34271069,0.804936199249403,2.204852558983287,0.35543173544455575,0.6869013414143781,0.4383941612375454,78.7847,92.4302,0.8523696800396408,1.1731998725640893
10/2/20,1188928,7312071,298374,467146,34565494,0.8112780620948482,2.2210920103035554,0.35884126504973585,0.6973023787238005,0.4421604342103075,77.2774,90.7237,0.8517884521905522,1.174000419268764
10/3/20,1198663,7361584,300027,480017,34884965,0.8179208461276014,2.2361319256307124,0.3608292553274652,0.7165147425598475,0.44624709462596945,78.0915,91.5779,0.8527330283834855,1.1726999737487436
10/4/20,1209039,7397907,301573,502978,35133661,0.8250010235414533,2.2471652874635306,0.3626885614190378,0.750788309962495,0.44942840403663104,78.0915,91.5779,0.8527330283834855,1.1726999737487436
10/5/20,1219796,7436549,304673,515571,35462777,0.8323411804844763,2.2589030615445194,0.3664167948497462,0.7695857070402156,0.453638442911399,78.0915,91.5779,0.8527330283834855,1.1726999737487436
10/6/20,1231277,7479021,307127,530113,35786652,0.8401753667690208,2.27180422454767,0.36936811253973273,0.7912923494847649,0.45778143912114116,78.1281,91.6599,0.8523694658187496,1.1732001674173567
10/7/20,1242258,7529933,311137,544275,36136477,0.847668372569089,2.28726909577616,0.3741907628807458,0.8124317711805228,0.462256386706083,78.5119,92.5184,0.8486084930132817,1.1783997075602552
10/8/20,1253603,7587118,315941,561815,36496941,0.855409757761856,2.304639434030426,0.37996832204239844,0.8386134867958025,0.46686742795887637,78.0921,91.8129,0.8505569478798731,1.1757002308812288
10/9/20,1265572,7643344,320495,575679,36856619,0.8635769361992495,2.3217184694188036,0.3854452172177036,0.8593080880096131,0.4714684147307101,77.9157,91.699,0.8496897457987547,1.176900162611643
10/10/20,1278245,7697504,323463,590844,37187024,0.8722244967587854,2.3381699430543903,0.3890147000636205,0.8819446739449448,0.47569494244257365,77.0284,90.7163,0.8491131141812441,1.1776993939897493
10/11/20,1291687,7743396,326309,603716,37456778,0.881396792903446,2.3521099546512216,0.3924374588841999,0.9011585304671728,0.47914562495762664,77.0284,90.7163,0.8491131141812441,1.1776993939897493
10/12/20,1305093,7783958,332850,617688,37781897,0.8905445240532242,2.364430941977785,0.40030403142299453,0.9220143417885348,0.4833045343662415,77.0284,90.7163,0.8491131141812441,1.1776993939897493
10/13/20,1318783,7836979,337314,634920,38110901,0.8998860457181849,2.3805364365057105,0.40567268756321456,0.947736310060057,0.48751314054143247,77.0239,91.0037,0.8463820701795641,1.1814995085940858
10/14/20,1332824,7895909,344487,654644,38490953,0.9094670760832482,2.3984368305482726,0.4142993386594956,0.9771780522947079,0.4923747507166696,77.2855,91.0732,0.8486085917701366,1.1783995704239476
10/15/20,1346380,7960130,352107,673622,38898224,0.9187171613783691,2.4179444023420507,0.42346357696336595,1.00550625063831,0.4975845452649919,77.2759,90.7065,0.8519334336569043,1.1738006286565412
10/16/20,1361317,8028392,359802,689257,39308667,0.9289095871716138,2.4386794557636247,0.4327180144631404,1.0288443990787262,0.5028349159120477,77.9461,91.4542,0.8522965593707014,1.173300524336689
10/17/20,1376020,8085465,364664,705428,39649909,0.9389423404981235,2.456015773245232,0.4385653276696256,1.0529826273121747,0.5072000700999436,77.9644,91.3041,0.8538981272472977,1.1710998866149167
10/18/20,1390824,8134804,368671,722409,39935847,0.9490440122824975,2.471002834872009,0.4433843700428025,1.078329931352258,0.5108577777038686,77.9644,91.3041,0.8538981272472977,1.1710998866149167
10/19/20,1406667,8201387,377068,741212,40383933,0.9598546571136131,2.491227880460604,0.45348307201624066,1.1063969096141797,0.5165896761203519,77.9644,91.3041,0.8538981272472977,1.1710998866149167
10/20/20,1422775,8262326,385591,762542,40772455,0.9708461276015012,2.5097385221127277,0.46373330863879786,1.138235905855566,0.5215596342010973,77.9241,91.3115,0.8533875798776714,1.1718005084434726
10/21/20,1438219,8324960,397922,789229,41216105,0.9813845104060048,2.5287640317082105,0.4785632591013995,1.1780712219687342,0.527234787480764,77.778,91.5603,0.8494729702720503,1.177200493712875
10/22/20,1453923,8397618,403874,810467,41685750,0.992100307062436,2.550834400456632,0.48572146728835963,1.2097728910814658,0.5332424677738535,77.0322,91.3448,0.8433123724612676,1.1858002238025138
10/23/20,1471000,8480161,417350,830998,42182515,1.003752985329239,2.5759074061490663,0.5019284588084326,1.2404192310642084,0.5395970660359377,77.0809,91.3563,0.8437392932944964,1.1852002246989852
10/24/20,1487260,8564037,427808,854010,42595348,1.014848174684408,2.601385319787517,0.5145058346853191,1.2747689254620886,0.5448780094686092,76.4667,90.4142,0.8457377270384521,1.1823996589365042
10/25/20,1503652,8625984,437698,873800,42948826,1.0260334356874785,2.620202148393568,0.5264001019852241,1.3043091849846877,0.5493996860852891,76.4667,90.4142,0.8457377270384521,1.1823996589365042
10/26/20,1520800,8691979,450258,894690,43485889,1.0377345615830775,2.6402485849257054,0.54150546065932,1.3354913993064204,0.5562697747719513,76.4667,90.4142,0.8457377270384521,1.1823996589365042
10/27/20,1537142,8767572,463419,917575,43954797,1.0488857045377005,2.663210480171919,0.5573336155565951,1.3696515225593096,0.5622680273901458,76.4443,90.4489,0.845165612848802,1.1832000554652211
10/28/20,1553028,8845830,479621,942275,44463732,1.059725690890481,2.6869818875532663,0.5768190471838007,1.4065208712307697,0.5687783038116204,76.4556,90.3552,0.8461671270718233,1.1817996327280147
10/29/20,1570446,8936033,498354,965340,45014520,1.071611054247697,2.7143816710900253,0.5993484010087878,1.4409496779962443,0.575823962156264,77.552,91.2632,0.849762007030216,1.1768000825252731
10/30/20,1588433,9033829,517736,989745,45583754,1.083884680996247,2.744087880758893,0.6226582785423329,1.4773786842443004,0.5831055810044503,78.8699,92.6011,0.8517166642728866,1.1740993712430217
10/31/20,1606267,9122666,531790,1011660,46060084,1.096053906516547,2.771072732371977,0.639560405198841,1.5100909019015896,0.5891987755535402,79.3323,92.6284,0.8564576307050538,1.1676000821859445
11/1/20,1624648,9199122,544346,1034914,46494219,1.1085963834868646,2.7942967698218006,0.6546609532491554,1.5448018263552792,0.594752213328967,79.3323,92.6284,0.8564576307050538,1.1676000821859445
11/2/20,1642665,9281002,569598,1053864,47001076,1.120890481064483,2.819168384690373,0.6850304211821386,1.5730882294858122,0.6012359080565046,79.3323,92.6284,0.8564576307050538,1.1676000821859445
11/3/20,1661096,9404058,577131,1073882,47514619,1.133467076083248,2.856547493621333,0.69409002841876,1.6029688214576863,0.6078051298320032,80.5749,93.757,0.8594014313597917,1.1636005753652814
11/4/20,1680579,9507004,608611,1099059,48112246,1.146761514841351,2.8878180513186953,0.7319496375796309,1.640550181437498,0.6154499508149118,80.0006,93.3447,0.8570449098877602,1.1667999990000075
11/5/20,1699695,9632704,631172,1123197,48705471,1.1598055271238485,2.9260002934899156,0.7590827583635701,1.6765806404752188,0.6230384615876614,80.0006,93.3447,0.8570449098877602,1.1667999990000075
